Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
350033,1923/09/27,"19 h 30 min","PAYS MALOUIN (CANCALE)",BRETAGNE,,343064.79,6851687.66,48.67,-1.85,3.5,"INFORMATION ISOLÉE"
650286,1923/10/02,"2 h","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447062.16,6216149.41,43.00,-0.10,4,"INFORMATION ISOLÉE"
560023,1923/11/02,"18 h 55 min","VANNETAIS (ARRADON)",BRETAGNE,,262614.42,6745749.93,47.67,-2.83,5,INCERTAINE
640298,1923/11/14,"1 h 30 min","PAYS BASQUE (HASPARREN)","PYRENEES OCCIDENTALES",,350343.48,6241090.14,43.18,-1.30,4,"ASSEZ SURE"
1140024,1923/11/19,"3 h 55 min","VAL D'ARAN (VIELLA)",ESPAGNE,"GROUPE DE SECOUSSES D UN ESSAIM",522276.91,6180260.10,42.70,0.83,8,"ASSEZ SURE"
1140025,1923/11/20,"10 h","VAL D'ARAN (VIELLA)",ESPAGNE,"GROUPE DE SECOUSSES D UN ESSAIM",522276.91,6180260.10,42.70,0.83,,
70009,1923/11/26,"22 h 10 min","HAUT-VIVARAIS (LE TEIL)",CEVENNES,,833701.00,6384861.33,44.55,4.68,4,"INFORMATION ISOLÉE"
560024,1923/12/02,"6 h","PAYS DE PONTIVY (NEULLIAC)",BRETAGNE,,253264.42,6804025.35,48.18,-3.02,5,INCERTAINE
40078,1923/12/08,"22 h 22 min","MOYENNE-DURANCE (MANOSQUE)","ALPES PROVENCALES",,923585.91,6315162.57,43.90,5.78,4,INCERTAINE
880030,1923/12/16,"18 h 30 min","HAUTES-VOSGES (PLOMBIERES-LES-BAINS)",VOSGES,,951245.39,6766424.57,47.95,6.37,4,"ASSEZ SURE"
880043,1923/12/17,"0 h 30 min","HAUTES-VOSGES (PLOMBIERES-LES-BAINS)",VOSGES,REPLIQUE,955054.56,6764734.57,47.93,6.42,,
1130238,1924/01/01,"14 h 36 min","PIEMONT (OROPA)",ITALIE,,1088103.65,6514155.13,45.62,7.98,2,"INFORMATION ISOLÉE"
1130239,1924/01/03,"18 h 12 min","PIEMONT (OROPA)",ITALIE,,1088103.65,6514155.13,45.62,7.98,2,"INFORMATION ISOLÉE"
1130240,1924/01/04,"3 h 30 min","PIEMONT (PINEROLO)",ITALIE,,1040689.28,6429775.77,44.88,7.32,3,"INFORMATION ISOLÉE"
1130241,1924/01/04,"4 h 18 min","PIEMONT (TORRE PELLICE)",ITALIE,,1033199.68,6421955.27,44.82,7.22,4.5,INCERTAINE
670084,1924/01/15,"3 h 14 min","PLAINE DE BASSE-ALSACE (STRASBOURG)",ALSACE,,1050141.67,6841992.57,48.58,7.75,,
670085,1924/01/16,"21 h 57 min","PLAINE DE BASSE-ALSACE (STRASBOURG)",ALSACE,,1050141.67,6841992.57,48.58,7.75,,
480007,1924/01/17,"5 h 45 min","MARGERIDE (LANGOGNE)",CEVENNES,,764792.05,6391176.62,44.62,3.82,5.5,"ASSEZ SURE"
370015,1924/01/19,"5 h","PLATEAU DE SAINTE-MAURE (LA CELLE-ST-AVANT)",TOURAINE,,516507.90,6662041.28,47.03,0.58,4,SURE
650287,1924/02/22,"15 h 32 min 35 sec","BEARN (S. ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",,432342.98,6222308.70,43.05,-0.28,7,SURE
650421,1924/02/22,"15 h 38 min","LAVEDAN ? (ARGELES-GAZOST)","PYRENEES CENTRALES",REPLIQUE,447062.16,6216149.41,43.00,-0.10,,
650422,1924/02/22,"15 h 45 min","LAVEDAN ? (ARGELES-GAZOST)","PYRENEES CENTRALES",REPLIQUE,447062.16,6216149.41,43.00,-0.10,,
650288,1924/02/24,"9 h 35 min","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,,
650289,1924/02/26,,"LAVEDAN ? (ARGELES-GAZOST)","PYRENEES CENTRALES",REPLIQUE,446843.94,6210593.97,42.95,-0.10,,
1140026,1924/02/27,"21 h 52 min 54 sec","VAL D'ARAN (VIELLA)",ESPAGNE,,519543.44,6180335.70,42.70,0.80,6,INCERTAINE
1140059,1924/02/27,"23 h 20 min","VAL D'ARAN (VIELLA)",ESPAGNE,REPLIQUE,519543.44,6180335.70,42.70,0.80,,
1120023,1924/04/15,"12 h 50 min","VALAIS (VISP)",SUISSE,,1075864.42,6585713.64,46.27,7.88,7,"ASSEZ SURE"
1130242,1924/05/08,"7 h 41 min","PIEMONT (OROPA)",ITALIE,,1088103.65,6514155.13,45.62,7.98,2,"INFORMATION ISOLÉE"
60075,1924/05/12,"21 h 40 min","MONTAGNES DU HAUT-VAR (BEUIL)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1018792.23,6341486.64,44.10,6.98,4,"INFORMATION ISOLÉE"
60076,1924/07/25,"4 h 25 min","MONTAGNES DU HAUT-VAR (BEUIL)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1018792.23,6341486.64,44.10,6.98,4,"INFORMATION ISOLÉE"
60077,1924/07/26,"6 h 50 min","MONTAGNES DU HAUT-VAR (BEUIL)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1018792.23,6341486.64,44.10,6.98,5,"INFORMATION ISOLÉE"
60078,1924/07/26,"19 h 25 min","MONTAGNES DU HAUT-VAR (BEUIL)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1018792.23,6341486.64,44.10,6.98,4,"INFORMATION ISOLÉE"
1130250,1924/07/26,"6 h 43 min","PIEMONT (OROPA)",ITALIE,"GROUPE DE SECOUSSES D UN ESSAIM",1088103.65,6514155.13,45.62,7.98,2,"INFORMATION ISOLÉE"
730159,1924/08/14,"2 h 18 min","BAUGES (FAVERGES)","ALPES SAVOYARDES",,952979.21,6512663.91,45.67,6.25,5,SURE
650290,1924/08/17,"6 h","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447062.16,6216149.41,43.00,-0.10,3.5,"ASSEZ SURE"
60079,1924/09/05,"17 h","MONTAGNES DU HAUT-VAR (BEUIL)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1018792.23,6341486.64,44.10,6.98,4,"INFORMATION ISOLÉE"
60080,1924/09/05,"23 h","MONTAGNES DU HAUT-VAR (BEUIL)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1018792.23,6341486.64,44.10,6.98,3,"INFORMATION ISOLÉE"
60081,1924/09/06,"2 h 55 min","MONTAGNES DU HAUT-VAR (BEUIL)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1018792.23,6341486.64,44.10,6.98,4,"INFORMATION ISOLÉE"
60130,1924/09/06,"10 h","MONTAGNES DU HAUT-VAR (BEUIL)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1018792.23,6341486.64,44.10,6.98,,
290026,1924/09/20,"15 h 30 min","CORNOUAILLE (LA FORET-FOUESNANT)",BRETAGNE,,178883.11,6778570.29,47.90,-3.98,4,"INFORMATION ISOLÉE"
1130251,1924/09/21,"9 h 30 min","RIVIERA DI LEVANTE (GENES)",ITALIE,PRECURSEUR,1173290.48,6386465.01,44.42,8.95,3,"INFORMATION ISOLÉE"
1130252,1924/09/21,"14 h 45 min","RIVIERA DI LEVANTE (GENES)",ITALIE,PRECURSEUR,1173290.48,6386465.01,44.42,8.95,4,INCERTAINE
1130253,1924/09/21,"15 h 36 min","RIVIERA DI LEVANTE (GENES)",ITALIE,PRECURSEUR,1173290.48,6386465.01,44.42,8.95,4,INCERTAINE
1130254,1924/09/21,"16 h","RIVIERA DI LEVANTE (GENES)",ITALIE,PRECURSEUR,1173290.48,6386465.01,44.42,8.95,4,"INFORMATION ISOLÉE"
1130255,1924/09/21,"20 h 50 min","RIVIERA DI LEVANTE (GENES)",ITALIE,PRECURSEUR,1173290.48,6386465.01,44.42,8.95,5,"INFORMATION ISOLÉE"
1130256,1924/09/21,"21 h 18 min","RIVIERA DI LEVANTE (GENES)",ITALIE,,1164437.27,6380233.22,44.37,8.83,5,"ASSEZ SURE"
1130257,1924/09/22,"2 h","RIVIERA DI LEVANTE (GENES)",ITALIE,REPLIQUE,1173290.48,6386465.01,44.42,8.95,3,"INFORMATION ISOLÉE"
1130258,1924/09/22,"4 h 53 min","RIVIERA DI LEVANTE (GENES)",ITALIE,REPLIQUE,1164437.27,6380233.22,44.37,8.83,4,INCERTAINE
840067,1924/09/24,"10 h","COMTAT (CADEROUSSE)",VAUCLUSE,PRECURSEUR,840103.12,6334996.63,44.10,4.75,2,"INFORMATION ISOLÉE"
840068,1924/09/24,"12 h","COMTAT (CADEROUSSE)",VAUCLUSE,,840103.12,6334996.63,44.10,4.75,6.5,INCERTAINE
840069,1924/09/24,"13 h","COMTAT (CADEROUSSE)",VAUCLUSE,REPLIQUE,840103.12,6334996.63,44.10,4.75,,
840070,1924/09/24,"13 h 45 min","COMTAT (CADEROUSSE)",VAUCLUSE,REPLIQUE,840103.12,6334996.63,44.10,4.75,,
840071,1924/09/24,"14 h 15 min","COMTAT (CADEROUSSE)",VAUCLUSE,REPLIQUE,840103.12,6334996.63,44.10,4.75,,
840072,1924/09/24,"15 h","COMTAT (CADEROUSSE)",VAUCLUSE,REPLIQUE,840103.12,6334996.63,44.10,4.75,,
60082,1924/09/27,"16 h","MONTAGNES DU HAUT-VAR (BEUIL)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",1018792.23,6341486.64,44.10,6.98,,
840073,1924/09/30,"6 h","COMTAT (CADEROUSSE)",VAUCLUSE,REPLIQUE,840103.12,6334996.63,44.10,4.75,,
650517,1924/10/03,"5 h","BIGORRE (E. CAMPAN)","PYRENEES CENTRALES",,478326.18,6214997.38,43.00,0.28,,
650291,1924/10/23,"20 h 32 min 21 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,5,INCERTAINE
1120043,1924/11/19,"17 h 55 min","JURA SUISSE (ORBE)",SUISSE,,959549.14,6631502.27,46.73,6.40,5.5,INCERTAINE
1120262,1924/11/19,"18 h 54 min","JURA SUISSE (ORBE)",SUISSE,REPLIQUE,968696.70,6626344.83,46.68,6.52,,
650479,1924/11/21,,"LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447062.16,6216149.41,43.00,-0.10,,"INFORMATION ISOLÉE"
1130259,1924/11/28,"8 h 25 min","PIEMONT (OROPA)",ITALIE,,1088103.65,6514155.13,45.62,7.98,2,"INFORMATION ISOLÉE"
650480,1924/12/01,,"LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447062.16,6216149.41,43.00,-0.10,,"INFORMATION ISOLÉE"
1110065,1924/12/11,"16 h 33 min 5 sec","JURA SOUABE (EBINGEN)",ALLEMAGNE,,1154087.11,6821312.73,48.33,9.13,6.5,INCERTAINE
1110066,1924/12/12,"7 h 20 min 54 sec","JURA SOUABE (EBINGEN)",ALLEMAGNE,REPLIQUE,1154087.11,6821312.73,48.33,9.13,6.5,ARBITRAIRE
60083,1925/,,"MONTAGNES DU HAUT-VAR (ST-AUBAN)","ALPES MARITIMES","GROUPE DE SECOUSSES D UN ESSAIM",1000112.63,6312761.53,43.85,6.73,,
1120044,1925/01/08,"2 h 44 min 48 sec","JURA SUISSE (ORBE-LIGNEROLLE)",SUISSE,,963444.48,6629818.66,46.72,6.45,6.5,"ASSEZ SURE"
1120327,1925/01/08,"4 h","JURA SUISSE (ORBE-LIGNEROLLE)",SUISSE,REPLIQUE,963444.48,6629818.66,46.72,6.45,,
150037,1925/01/09,"3 h","MASSIF DU CANTAL (LE LIORAN)",AUVERGNE,,681640.88,6442701.38,45.08,2.77,4,INCERTAINE
1120263,1925/01/09,"3 h 50 min","JURA SUISSE (ORBE-LIGNEROLLE)",SUISSE,REPLIQUE,962092.12,6631612.38,46.73,6.43,4,INCERTAINE
1120264,1925/01/10,"14 h 50 min","JURA SUISSE (ORBE-LIGNEROLLE)",SUISSE,REPLIQUE,964716.36,6629874.40,46.72,6.47,3,"INFORMATION ISOLÉE"
290027,1925/01/12,"6 h 40 min","PAYS DE BREST (BREST)",BRETAGNE,,141495.18,6832242.07,48.35,-4.55,4,"ASSEZ SURE"
1150026,1925/02/01,"21 h 50 min","ATLANTIQUE (W. ILE DE OUESSANT)",BRETAGNE,,69147.32,6930978.16,49.17,-5.67,5.5,ARBITRAIRE
1150139,1925/02/01,"22 h 5 min","ATLANTIQUE (W. ILE DE OUESSANT)",BRETAGNE,REPLIQUE,102275.26,6849173.28,48.47,-5.10,,"INFORMATION ISOLÉE"
1150140,1925/02/01,"22 h 10 min","ATLANTIQUE (W. ILE DE OUESSANT)",BRETAGNE,REPLIQUE,102275.26,6849173.28,48.47,-5.10,,"INFORMATION ISOLÉE"
1150141,1925/02/01,"23 h","ATLANTIQUE (W. ILE DE OUESSANT)",BRETAGNE,REPLIQUE,102275.26,6849173.28,48.47,-5.10,,"INFORMATION ISOLÉE"
1130243,1925/02/02,"9 h 21 min","PIEMONT (OROPA)",ITALIE,,1088103.65,6514155.13,45.62,7.98,2,"INFORMATION ISOLÉE"
1120265,1925/02/03,"4 h 35 min","JURA SUISSE (ORBE-LIGNEROLLE)",SUISSE,REPLIQUE,965988.16,6629930.41,46.72,6.48,,
1120266,1925/02/05,"5 h 47 min","JURA SUISSE (ORBE-LIGNEROLLE)",SUISSE,REPLIQUE,964716.36,6629874.40,46.72,6.47,5,"ASSEZ SURE"
1120267,1925/02/07,"3 h 40 min","JURA SUISSE (ORBE-LIGNEROLLE)",SUISSE,REPLIQUE,963201.93,6635366.42,46.77,6.45,,
1120268,1925/02/22,"19 h 47 min","JURA SUISSE (ORBE-LIGNEROLLE)",SUISSE,REPLIQUE,966233.05,6624382.82,46.67,6.48,,
1100107,1925/02/23,"21 h 33 min 12 sec","LIMBOURG (BILZEN)",BELGIQUE,,882135.01,7090437.93,50.88,5.58,6,"ASSEZ SURE"
490096,1925/05/21,"18 h","VAL D'ANJOU (ANGERS)",ANJOU,,432668.50,6713378.05,47.47,-0.55,4.5,"INFORMATION ISOLÉE"
650292,1925/06/15,"1 h 54 min","BIGORRE (GAZOST ?)","PYRENEES CENTRALES",,451211.32,6217842.38,43.02,-0.05,4,"ASSEZ SURE"
1130245,1925/06/24,"23 h 15 min","PIEMONT (OROPA)",ITALIE,,1088103.65,6514155.13,45.62,7.98,3,"INFORMATION ISOLÉE"
740073,1925/07/21,"12 h 2 min","AVANT-PAYS SAVOYARD (ST-JULIEN-EN-GENEVOIS)","ALPES SAVOYARDES",,934061.11,6565627.72,46.15,6.03,5,SURE
650293,1925/07/25,"1 h","LAVEDAN (CAUTERETS)","PYRENEES CENTRALES",,448059.63,6206836.93,42.92,-0.08,4,"ASSEZ SURE"
180010,1925/09/26,"5 h 5 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,"GROUPE DE SECOUSSES D UN ESSAIM",632300.24,6604080.50,46.53,2.12,6.5,SURE
650477,1925/09/26,"15 h","BIGORRE (BANIOS)","PYRENEES CENTRALES",,474442.70,6220695.10,43.05,0.23,4,"INFORMATION ISOLÉE"
650478,1925/10/20,"18 h","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,449780.51,6216043.21,43.00,-0.07,5,"ASSEZ SURE"
560045,1925/11/26,"23 h 30 min","PAYS DE PONTIVY (PONTIVY)",BRETAGNE,,255991.04,6790815.41,48.07,-2.97,3.5,"INFORMATION ISOLÉE"
230010,1925/12/03,"18 h 58 min 24 sec","MARCHE-BOISCHAUT (LA CHATRE)",BERRY,REPLIQUE,629810.05,6609662.08,46.58,2.08,6,INCERTAINE
180011,1925/12/04,"13 h 10 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,,
180012,1925/12/04,"16 h 15 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,,
360015,1925/12/09,"23 h 40 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,623476.38,6613441.22,46.62,2.00,5,"ASSEZ SURE"
180015,1925/12/26,,"MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,"GROUPE DE SECOUSSES D UN ESSAIM",638724.26,6607714.19,46.57,2.20,,
180013,1925/12/28,"14 h","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,632341.65,6607782.23,46.57,2.12,4,INCERTAINE
40079,1925/12/29,"6 h","PREALPES DE DIGNE (THOARD ?)","ALPES PROVENCALES",,950805.98,6338420.86,44.10,6.13,4,ARBITRAIRE
360016,1925/12/29,,"MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,624659.53,6606021.92,46.55,2.02,,
180014,1925/12/30,"14 h 30 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,,
360017,1925/12/31,"14 h","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,624659.53,6606021.92,46.55,2.02,,
1110095,1926/01/05,"23 h 37 min 12 sec","EIFEL ?",ALLEMAGNE,,913240.56,7076670.74,50.75,6.02,5.5,INCERTAINE
650294,1926/01/10,"4 h 57 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,446843.94,6210593.97,42.95,-0.10,3,ARBITRAIRE
180016,1926/01/17,"18 h 40 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,3,"INFORMATION ISOLÉE"
180017,1926/01/18,"5 h 30 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,4.5,"INFORMATION ISOLÉE"
180018,1926/01/19,,"MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,"GROUPE DE SECOUSSES D UN ESSAIM",638724.26,6607714.19,46.57,2.20,,
180019,1926/03/02,"6 h","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,3,"INFORMATION ISOLÉE"
650295,1926/03/10,"22 h 49 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,3,"INFORMATION ISOLÉE"
180020,1926/03/12,"21 h 48 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,3,"INFORMATION ISOLÉE"
230031,1926/03/16,"6 h 30 min","HAUTE-MARCHE (ST-VAURY ?)",LIMOUSIN,,604957.31,6571127.96,46.23,1.77,,
500053,1926/03/28,"0 h 27 min","BOCAGE NORMAND (COUTANCES)",NORMANDIE,,374871.06,6892511.21,49.05,-1.45,3.5,"INFORMATION ISOLÉE"
1130246,1926/04/01,"23 h 15 min","PIEMONT (GRESSONEY)",ITALIE,,1073673.23,6537365.89,45.83,7.82,4,"INFORMATION ISOLÉE"
640300,1926/04/11,"7 h 32 min","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",,420364.17,6228382.75,43.10,-0.43,,
60084,1926/04/13,"23 h 25 min","ALPES NICOISES (SOSPEL)","ALPES MARITIMES","GROUPE DE SECOUSSES D UN ESSAIM",1057458.85,6319444.69,43.88,7.45,4,"INFORMATION ISOLÉE"
760057,1926/04/14,"18 h 45 min 15 sec","PAYS D'EU (LE TREPORT)",NORMANDIE,,582911.17,6995832.86,50.05,1.37,4,"INFORMATION ISOLÉE"
650296,1926/04/15,"20 h 30 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,444270.32,6214404.97,42.98,-0.13,3,"ASSEZ SURE"
1110067,1926/05/02,"1 h 43 min 53 sec","VALLEE DU RHIN (KEHL)",ALLEMAGNE,,1060072.33,6840742.91,48.57,7.88,5,"ASSEZ SURE"
1120024,1926/05/05,"21 h 44 min 44 sec","ALPES PENNINES (N DOMODOSSOLA ?)",SUISSE,,1116853.29,6588390.77,46.27,8.42,,
650297,1926/05/21,"9 h 8 min 59 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,,
650298,1926/06/18,"13 h 10 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,3,"INFORMATION ISOLÉE"
1110017,1926/06/28,"22 h 0 min 40 sec","VALLEE DU RHIN (KAISERSTUHL)",ALLEMAGNE,,1047179.17,6787998.36,48.10,7.67,6.5,INCERTAINE
1130247,1926/07/07,"3 h 55 min","PIEMONT (FENESTRELLE)",ITALIE,,1018807.76,6445298.74,45.03,7.05,2.5,"INFORMATION ISOLÉE"
1150020,1926/07/30,"13 h 19 min 52 sec",JERSEY,"ILES ANGLO-NORMANDES",,326706.44,6902860.64,49.12,-2.12,6.5,INCERTAINE
1150061,1926/07/31,,JERSEY,"ILES ANGLO-NORMANDES",REPLIQUE,327306.63,6912110.05,49.20,-2.12,,"INFORMATION ISOLÉE"
650299,1926/08/06,"6 h 12 min 49 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,,
650300,1926/09/10,"5 h","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,2.5,"INFORMATION ISOLÉE"
370016,1926/10/18,"21 h","VALLEE DE LA LOIRE (CHOUZE)",TOURAINE,,481968.06,6687280.57,47.25,0.12,4,"ASSEZ SURE"
880031,1926/12/03,"6 h 50 min 29 sec","VOSGES COMTOISES (LE VAL-D'AJOL ?)",VOSGES,,964834.83,6768873.93,47.97,6.55,4,"ASSEZ SURE"
60108,1926/12/05,"3 h 25 min","ALPES NICOISES (PEILLE)","ALPES MARITIMES",,1055094.70,6313746.97,43.83,7.42,3.5,"ASSEZ SURE"
60109,1926/12/05,"9 h 30 min","ALPES NICOISES (PEILLE)","ALPES MARITIMES",REPLIQUE,1053962.37,6309973.79,43.80,7.40,4,"ASSEZ SURE"
300011,1926/12/05,,"GARRIGUES (NIMES)",CEVENNES,,809930.20,6304764.84,43.83,4.37,,
60086,1926/12/13,"15 h 15 min","ALPES NICOISES (CONTES)","ALPES MARITIMES",,1047164.11,6311453.13,43.82,7.32,4,"INFORMATION ISOLÉE"
650301,1927/01/07,"18 h 45 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,456506.73,6213930.79,42.98,0.02,4,"ASSEZ SURE"
640301,1927/01/08,"2 h","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,405951.33,6240155.47,43.20,-0.62,,
640302,1927/01/08,"8 h 45 min","BEARN (MONEIN)","PYRENEES OCCIDENTALES",,409248.00,6252988.23,43.32,-0.58,3,"INFORMATION ISOLÉE"
300012,1927/01/09,"2 h 15 min","GARRIGUES (NIMES)",CEVENNES,,811238.18,6306639.98,43.85,4.38,5.5,"ASSEZ SURE"
440041,1927/01/10,"5 h 54 min","PAYS DE NANTES (HERIC)","PAYS NANTAIS ET VENDEEN",,351883.54,6708289.81,47.38,-1.62,4,SURE
640303,1927/01/15,"2 h 5 min","BEARN (ARETTE) (= 8 JANV 1927 ?)","PYRENEES OCCIDENTALES",,398660.18,6229363.77,43.10,-0.70,3,"ASSEZ SURE"
60087,1927/01/28,"1 h 22 min","ALPES NICOISES (SOSPEL)","ALPES MARITIMES",,1057458.85,6319444.69,43.88,7.45,3.5,"INFORMATION ISOLÉE"
490087,1927/01/30,"13 h 58 min","VAL D'ANJOU (ANGERS)",ANJOU,,432668.50,6713378.05,47.47,-0.55,,"INFORMATION ISOLÉE"
1150021,1927/02/17,"23 h 17 min 32 sec",JERSEY,"ILES ANGLO-NORMANDES",,324640.48,6908568.16,49.17,-2.15,5,"ASSEZ SURE"
650302,1927/02/23,"2 h 56 min 16 sec","BIGORRE (N-E. CAMPAN)","PYRENEES CENTRALES",,475607.37,6215091.53,43.00,0.25,3.5,ARBITRAIRE
1140020,1927/03/12,"20 h 35 min 28 sec","CATALOGNE (MONTSENY)",ESPAGNE,,649989.52,6074154.13,41.77,2.40,6,INCERTAINE
50040,1927/04/06,"21 h 10 min","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",,987906.33,6403020.42,44.67,6.63,3,"ASSEZ SURE"
1130248,1927/04/12,"20 h 32 min","PIEMONT (ALAGNA VALSESIA)",ITALIE,,1084003.73,6538005.58,45.83,7.95,3,"INFORMATION ISOLÉE"
670087,1927/05/09,"1 h 39 min 54 sec","FORET NOIRE (EMMENDINGEN ?)",ALLEMAGNE,,1058211.96,6790517.22,48.12,7.82,4.5,ARBITRAIRE
1130249,1927/06/20,"18 h 24 min","PIEMONT (OROPA)",ITALIE,,1088103.65,6514155.13,45.62,7.98,2,"INFORMATION ISOLÉE"
1130260,1927/06/21,"16 h 13 min","PIEMONT (FENESTRELLE)",ITALIE,,1037251.37,6346154.42,44.13,7.22,4,"ASSEZ SURE"
1130261,1927/06/28,"5 h 11 min","PIEMONT (FENESTRELLE)",ITALIE,,1035747.19,6448045.30,45.05,7.27,4,"ASSEZ SURE"
840074,1927/07/24,"22 h 15 min","BARONNIES (MALAUCENE)",VAUCLUSE,,875811.76,6347003.69,44.20,5.20,7,"ASSEZ SURE"
840090,1927/07/24,"23 h 55 min","BARONNIES (MALAUCENE)",VAUCLUSE,REPLIQUE,877039.40,6350742.75,44.23,5.22,3,INCERTAINE
1130262,1927/07/26,"17 h","PIEMONT (VIU)",ITALIE,,1042482.93,6468805.47,45.23,7.37,4,"INFORMATION ISOLÉE"
300013,1927/08/07,"12 h 30 min","COSTIERE (S. REMOULINS)",CEVENNES,,825905.34,6310618.63,43.88,4.57,5,"ASSEZ SURE"
500037,1927/08/21,"7 h 25 min","BOCAGE NORMAND (LESSAY)",NORMANDIE,,367320.76,6909653.47,49.20,-1.57,4,INCERTAINE
1130263,1927/09/08,"16 h 35 min","PIEMONT (SUSA)",ITALIE,,1018238.37,6456390.38,45.13,7.05,4,INCERTAINE
1130264,1927/09/13,"13 h","PIEMONT (VIU)",ITALIE,,1042482.93,6468805.47,45.23,7.37,4,"INFORMATION ISOLÉE"
440042,1927/10/01,"1 h 30 min","PAYS DE RETZ (LA MARNE)","PAYS NANTAIS ET VENDEEN",,339504.37,6670079.26,47.03,-1.75,5,"ASSEZ SURE"
440076,1927/10/01,"1 h 40 min","PAYS DE RETZ (LA MARNE)","PAYS NANTAIS ET VENDEEN",REPLIQUE,340545.97,6666307.66,47.00,-1.73,,"INFORMATION ISOLÉE"
1130265,1927/10/31,"0 h 49 min","RIVIERA DI LEVANTE (CHIAVARI)",ITALIE,,1203284.17,6377656.76,44.32,9.32,2,"INFORMATION ISOLÉE"
610009,1927/11/19,"23 h 3 min 23 sec","BOCAGE NORMAND (FLERS)",NORMANDIE,,438021.42,6859611.31,48.78,-0.57,6,"ASSEZ SURE"
610010,1927/11/19,"23 h 20 min","BOCAGE NORMAND (FLERS)",NORMANDIE,REPLIQUE,438105.10,6861462.60,48.80,-0.57,,
